OpenTime,Open,High,Low,Close,Volume,TradesCount
2026-06-14 17:00:00,63942.63,64019.38,63694.11,63732.64,617.57994,84100
2026-06-14 18:00:00,63732.65,63813.3,63678.83,63813.3,258.88821,58351
2026-06-14 19:00:00,63813.3,63861.86,63734.71,63802.0,107.594,41043
2026-06-14 20:00:00,63801.99,64092.4,63794.09,64008.64,243.2036,52955
2026-06-14 21:00:00,64008.64,65666.0,64007.24,65311.59,2955.01268,370664
2026-06-14 22:00:00,65311.59,65580.0,64946.12,65426.78,1554.15469,302247
2026-06-14 23:00:00,65426.78,65800.0,65256.21,65746.45,964.84531,194372
2026-06-15 00:00:00,65746.45,65923.0,65480.69,65625.99,1043.52596,175233
2026-06-15 01:00:00,65626.0,65734.87,65354.0,65525.0,855.38843,137154
2026-06-15 02:00:00,65525.01,65775.15,65415.02,65472.01,587.73145,96638
2026-06-15 03:00:00,65472.01,65995.0,65422.83,65927.1,767.65798,123001
2026-06-15 04:00:00,65927.11,65927.11,65633.28,65644.01,564.25779,79503
2026-06-15 05:00:00,65644.0,65872.0,65611.01,65858.01,477.26671,66485
2026-06-15 06:00:00,65858.0,65967.27,65775.45,65812.01,365.24859,71717
2026-06-15 07:00:00,65812.01,66000.0,65628.45,65674.76,574.31747,95605
2026-06-15 08:00:00,65674.76,65800.0,65620.0,65662.01,363.0048,68659
2026-06-15 09:00:00,65662.0,65779.5,65512.0,65596.86,344.30264,69955
2026-06-15 10:00:00,65596.86,65973.15,65584.37,65917.37,544.78922,79895
2026-06-15 11:00:00,65917.37,66385.12,65832.78,66233.9,1293.72734,225903
2026-06-15 12:00:00,66233.89,66600.91,66106.0,66563.49,987.26981,144746
2026-06-15 13:00:00,66563.48,66949.22,66412.0,66447.05,1919.26303,253336
2026-06-15 14:00:00,66447.06,66675.83,66251.58,66591.55,940.8464,154448
2026-06-15 15:00:00,66591.54,67292.15,66580.42,67292.14,1466.9579,199612
2026-06-15 16:00:00,67292.15,67292.15,67088.83,67157.99,1096.95936,179367
2026-06-15 17:00:00,67158.0,67158.0,66585.26,66851.79,1340.24388,167012
2026-06-15 18:00:00,66851.8,66933.86,66715.61,66766.12,590.69175,126652
2026-06-15 19:00:00,66766.13,66889.85,66348.0,66614.35,780.39583,169428
2026-06-15 20:00:00,66615.98,66681.3,66489.86,66519.98,339.47285,97772
2026-06-15 21:00:00,66519.99,66567.38,66314.34,66368.15,347.81382,92447
2026-06-15 22:00:00,66368.15,66476.64,66076.56,66206.34,520.15584,160615
2026-06-15 23:00:00,66206.34,66368.0,66116.59,66328.74,448.51217,105311
2026-06-16 00:00:00,66328.74,66463.26,66242.0,66250.0,457.62239,100700
2026-06-16 01:00:00,66250.0,66418.01,66248.93,66346.52,456.63949,82161
2026-06-16 02:00:00,66346.51,66367.69,65678.14,65741.99,964.73227,155977
2026-06-16 03:00:00,65742.0,66166.61,65650.0,66165.21,802.10485,94943
2026-06-16 04:00:00,66165.21,66301.83,65802.0,65840.09,694.50218,104123
2026-06-16 05:00:00,65840.1,66150.22,65840.09,66045.0,739.41945,81120
2026-06-16 06:00:00,66044.99,66572.99,66044.99,66446.0,556.56171,89508
2026-06-16 07:00:00,66446.01,66527.23,66300.1,66372.0,385.79165,83861
2026-06-16 08:00:00,66372.0,66992.0,66345.06,66899.61,688.96018,148871
2026-06-16 09:00:00,66899.61,66923.99,66474.74,66510.0,600.75927,129159
2026-06-16 10:00:00,66510.01,66778.0,66486.38,66514.0,387.22813,103524
2026-06-16 11:00:00,66514.01,66643.23,66368.36,66481.73,467.239,96607
2026-06-16 12:00:00,66481.73,66818.0,66368.0,66429.83,562.31913,182445
2026-06-16 13:00:00,66429.84,66463.13,65928.16,66052.0,1347.85119,244169
2026-06-16 14:00:00,66052.01,66265.8,65360.92,65654.9,1491.76291,314094
2026-06-16 15:00:00,65654.9,65999.78,65614.3,65859.76,788.81576,205643
2026-06-16 16:00:00,65859.76,65953.97,65706.0,65758.07,338.72091,122815
2026-06-16 17:00:00,65758.07,66011.47,65710.34,65978.79,383.38742,105857
2026-06-16 18:00:00,65978.78,66248.69,65802.0,65847.99,522.72648,130649
2026-06-16 19:00:00,65848.0,65848.0,65560.0,65675.88,617.37667,128248
2026-06-16 20:00:00,65675.89,65865.92,65592.0,65854.0,261.11445,70933
2026-06-16 21:00:00,65854.0,65938.0,65654.9,65776.97,351.42219,64306
2026-06-16 22:00:00,65776.97,65882.0,65680.0,65780.0,228.62751,63107
2026-06-16 23:00:00,65780.01,65834.19,65626.9,65675.01,206.37282,61809
2026-06-17 00:00:00,65675.02,65848.0,65675.02,65700.0,332.30374,74923
2026-06-17 01:00:00,65700.0,65956.56,65477.5,65940.0,549.42502,119047
2026-06-17 02:00:00,65940.0,66200.0,65788.0,65904.0,974.93815,119631
2026-06-17 03:00:00,65903.99,65904.0,65703.45,65851.99,563.57309,70220
2026-06-17 04:00:00,65852.0,66048.19,65788.31,65892.0,473.33682,56980
2026-06-17 05:00:00,65892.01,65978.0,65746.51,65836.3,536.04504,61396
2026-06-17 06:00:00,65836.3,65896.45,65582.63,65624.0,378.80773,67028
2026-06-17 07:00:00,65624.01,65710.0,65251.0,65539.5,697.28548,118679
2026-06-17 08:00:00,65539.51,65574.0,64833.07,64926.02,992.25057,143396
2026-06-17 09:00:00,64926.02,65076.76,64842.01,64909.44,859.97592,91669
2026-06-17 10:00:00,64909.44,64993.97,64768.0,64798.0,597.7384,106385
2026-06-17 11:00:00,64798.0,64868.21,64565.0,64810.01,641.24645,142704
2026-06-17 12:00:00,64810.01,65108.0,64590.53,65040.88,557.73466,141626
2026-06-17 13:00:00,65040.88,65369.53,64850.0,65278.0,961.56723,188583
2026-06-17 14:00:00,65278.0,65461.38,64772.72,65101.45,799.61288,241637
2026-06-17 15:00:00,65101.45,65855.66,64987.74,65752.0,1172.17515,214464
2026-06-17 16:00:00,65751.99,66445.93,65722.0,65864.12,1421.90632,248191
2026-06-17 17:00:00,65864.13,66191.98,65800.0,66104.08,377.59846,137823
2026-06-17 18:00:00,66107.99,66107.99,64800.0,65516.0,2242.57142,526846
2026-06-17 19:00:00,65516.0,65666.0,63998.35,64301.85,2173.5643,514012
2026-06-17 20:00:00,64301.85,64488.96,64181.33,64434.36,504.85432,180344
2026-06-17 21:00:00,64434.36,64452.0,64142.0,64257.77,458.08471,119924
2026-06-17 22:00:00,64257.77,64434.84,63915.77,64300.01,492.23769,145409
2026-06-17 23:00:00,64300.01,64529.2,64248.0,64509.4,289.82054,102206
2026-06-18 00:00:00,64509.4,64702.0,64457.67,64468.01,396.7915,108439
2026-06-18 01:00:00,64468.01,64806.0,64466.3,64548.74,382.95414,106630
2026-06-18 02:00:00,64548.75,64776.66,64488.0,64689.5,323.93999,82799
2026-06-18 03:00:00,64689.5,64689.5,64267.86,64282.82,548.57792,93807
2026-06-18 04:00:00,64282.82,64347.09,63826.93,63883.41,831.20199,175593
2026-06-18 05:00:00,63883.26,64020.0,63696.29,63994.0,597.91477,143720
